rownum,bioassay_id,material_id,cell_type_id,nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_type,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi
1631,118,118,79,QDs,I,,25.0,0.15,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,0.355095,N,N,N,2006,67,10.1002/smll.200600218
1632,118,119,79,QDs,I,PEG,30.0,0.01,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.8887513,N,N,N,2006,67,10.1002/smll.200600218
1633,118,119,79,QDs,I,PEG,30.0,0.025,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,95.4324617,N,N,N,2006,67,10.1002/smll.200600218
1634,118,119,79,QDs,I,PEG,30.0,0.05,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,90.154727,N,N,N,2006,67,10.1002/smll.200600218
1635,118,119,79,QDs,I,PEG,30.0,0.1,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,87.425344,N,N,N,2006,67,10.1002/smll.200600218
1636,118,119,79,QDs,I,PEG,30.0,0.15,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,66.190624,N,N,N,2006,67,10.1002/smll.200600218
1637,118,120,79,QDs,I,PEG,37.0,0.01,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,98.956367,N,N,N,2006,67,10.1002/smll.200600218
1638,118,120,79,QDs,I,PEG,37.0,0.025,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,97.9251122,N,N,N,2006,67,10.1002/smll.200600218
1639,118,120,79,QDs,I,PEG,37.0,0.05,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,94.4251895,N,N,N,2006,67,10.1002/smll.200600218
1640,118,120,79,QDs,I,PEG,37.0,0.1,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,95.253752,N,N,N,2006,67,10.1002/smll.200600218
1641,118,120,79,QDs,I,PEG,37.0,0.15,,SK-BR-3,L,H,Human,Epithelial,A,Breast,24,Live/Dead,"Calcein AM, Ethidium homodimer-1",cell membrane integrity,80.071175,N,N,N,2006,67,10.1002/smll.200600218
1642,119,121,80,QDs,I,TGA-gelatine,14.3,0.001,-29.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,7,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,95.846375,Y,N,N,2012,68,10.1186/1477-3155-10-4
1643,119,121,80,QDs,I,TGA-gelatine,14.3,0.001,-29.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,99.69652,Y,N,N,2012,68,10.1186/1477-3155-10-4
1644,119,121,80,QDs,I,TGA-gelatine,14.3,0.001,-29.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,17,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,98.71747,Y,N,N,2012,68,10.1186/1477-3155-10-4
1645,120,121,80,QDs,I,TGA-gelatine,14.3,0.001,-29.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,10,MTT,tetrazolium salt,cell metabolic activity,95.61753,Y,N,N,2012,68,10.1186/1477-3155-10-4
1646,120,121,80,QDs,I,TGA-gelatine,14.3,0.001,-29.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,16,MTT,tetrazolium salt,cell metabolic activity,98.40637,Y,N,N,2012,68,10.1186/1477-3155-10-4
1647,119,122,80,QDs,I,TGA,11.7,0.001,-30.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,7,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,61.011944,Y,N,N,2012,68,10.1186/1477-3155-10-4
1648,119,122,80,QDs,I,TGA,11.7,0.001,-30.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,55.09712,Y,N,N,2012,68,10.1186/1477-3155-10-4
1649,119,122,80,QDs,I,TGA,11.7,0.001,-30.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,17,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,26.817928,Y,N,N,2012,68,10.1186/1477-3155-10-4
1650,120,122,80,QDs,I,TGA,11.7,0.001,-30.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,10,MTT,tetrazolium salt,cell metabolic activity,75.69721,Y,N,N,2012,68,10.1186/1477-3155-10-4
1651,120,122,80,QDs,I,TGA,11.7,0.001,-30.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,16,MTT,tetrazolium salt,cell metabolic activity,49.003983,Y,N,N,2012,68,10.1186/1477-3155-10-4
1652,119,123,80,QDs,I,TGA-gelatine,5.3,0.001,-42.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,7,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,64.64042,Y,N,N,2012,68,10.1186/1477-3155-10-4
1653,119,123,80,QDs,I,TGA-gelatine,5.3,0.001,-42.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,88.168106,Y,N,N,2012,68,10.1186/1477-3155-10-4
1654,119,123,80,QDs,I,TGA-gelatine,5.3,0.001,-42.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,17,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,53.360455,Y,N,N,2012,68,10.1186/1477-3155-10-4
1655,120,123,80,QDs,I,TGA-gelatine,5.3,0.001,-42.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,10,MTT,tetrazolium salt,cell metabolic activity,88.44621,Y,N,N,2012,68,10.1186/1477-3155-10-4
1656,120,123,80,QDs,I,TGA-gelatine,5.3,0.001,-42.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,16,MTT,tetrazolium salt,cell metabolic activity,91.63347,Y,N,N,2012,68,10.1186/1477-3155-10-4
1657,119,124,80,QDs,I,TGA,3.6,0.001,-27.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,7,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,54.281517,Y,N,N,2012,68,10.1186/1477-3155-10-4
1658,119,124,80,QDs,I,TGA,3.6,0.001,-27.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,12,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,29.97576,Y,N,N,2012,68,10.1186/1477-3155-10-4
1659,119,124,80,QDs,I,TGA,3.6,0.001,-27.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,17,ApoTox-Glo Triplex,Caspase-Glo 3/7 Reagent,protease activity,20.941936,Y,N,N,2012,68,10.1186/1477-3155-10-4
1660,120,124,80,QDs,I,TGA,3.6,0.001,-27.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,10,MTT,tetrazolium salt,cell metabolic activity,63.346615,Y,N,N,2012,68,10.1186/1477-3155-10-4
1661,120,124,80,QDs,I,TGA,3.6,0.001,-27.0,PC12,L,A,Rat,Irregular,A,Adrenal gland,16,MTT,tetrazolium salt,cell metabolic activity,41.83267,Y,N,N,2012,68,10.1186/1477-3155-10-4
1662,14,125,9,SiO2,I,,14.0,0.0006542023702,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,111.00218,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1663,14,125,9,SiO2,I,,14.0,0.003271011851,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,127.95955,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1664,14,125,9,SiO2,I,,14.0,0.006542023702,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,107.182915,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1665,14,125,9,SiO2,I,,14.0,0.02616809481,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,75.0876,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1666,14,125,9,SiO2,I,,14.0,0.05233618961,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,WST-1,tetrazolium salt,cell metabolic activity,64.68624,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1667,15,125,9,SiO2,I,,14.0,0.0006542023702,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,20.221264,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1668,15,125,9,SiO2,I,,14.0,0.003271011851,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,22.880486,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1669,15,125,9,SiO2,I,,14.0,0.006542023702,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,33.116215,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1670,15,125,9,SiO2,I,,14.0,0.02616809481,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,40.700413,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1671,15,125,9,SiO2,I,,14.0,0.05233618961,,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,41.845173,Y,N,Y,2012,69,10.1016/j.tiv.2011.12.006
1672,16,126,10,SiO2,I,,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Sytox Red,cell membrane integrity,100.0,N,Y,Y,2013,70,10.1021/tx400231u
1673,16,126,10,SiO2,I,,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Annexin V,cell membrane integrity,100.0,N,Y,Y,2013,70,10.1021/tx400231u
1674,17,126,10,SiO2,I,,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,LDH,LDH activity assay kit,LDH leakage,105.3684,N,Y,Y,2013,70,10.1021/tx400231u
1675,18,126,10,SiO2,I,,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,LDH activity assay kit,cell metabolic activity,106.995285,N,Y,Y,2013,70,10.1021/tx400231u
1676,16,127,10,SiO2,I,Digestive enzymes,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Sytox Red,cell membrane integrity,100.50429,N,Y,Y,2013,70,10.1021/tx400231u
1677,16,127,10,SiO2,I,Digestive enzymes,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,Live/Dead,Annexin V,cell membrane integrity,100.0,N,Y,Y,2013,70,10.1021/tx400231u
1678,18,127,10,SiO2,I,Digestive enzymes,96.0,5.410672573e-05,-11.0,Caco-2,L,H,Human,Epithelial,A,Colon,24,MTT,tetrazolium salt,cell metabolic activity,96.585365,N,Y,Y,2013,70,10.1021/tx400231u
1679,121,128,81,SiO2,I,,598.2,1.677208249e-06,87.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,68.14815,N,Y,N,2013,71,10.1021/nn304439f
1680,121,128,81,SiO2,I,,598.2,4.193020624e-07,87.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,115.55556,N,Y,N,2013,71,10.1021/nn304439f
1681,122,128,82,SiO2,I,,598.2,1.677208249e-06,87.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,69.92593,N,Y,N,2013,71,10.1021/nn304439f
1682,122,128,82,SiO2,I,,598.2,4.193020624e-07,87.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,87.703705,N,Y,N,2013,71,10.1021/nn304439f
1683,123,128,83,SiO2,I,,598.2,2.795347082e-06,87.0,primary alveolar Epithelial cells,P,H,Human,Epithelial,A,lung,24,Vialight,luciferase,ATP content,82.025314,N,Y,N,2013,71,10.1021/nn304439f
1684,124,128,84,SiO2,I,,598.2,1.677208249e-06,87.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,44.397907,N,Y,N,2013,71,10.1021/nn304439f
1685,124,128,84,SiO2,I,,598.2,4.193020624e-07,87.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,62.827225,N,Y,N,2013,71,10.1021/nn304439f
1686,125,128,85,SiO2,I,,598.2,1.677208249e-06,87.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,104.242424,N,Y,N,2013,71,10.1021/nn304439f
1687,125,128,85,SiO2,I,,598.2,4.193020624e-07,87.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,121.21212,N,Y,N,2013,71,10.1021/nn304439f
1688,121,129,81,SiO2,I,,240.0,2.597122835e-05,58.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,108.44444,N,Y,N,2013,71,10.1021/nn304439f
1689,121,129,81,SiO2,I,,240.0,6.492807088e-06,58.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,142.22223,N,Y,N,2013,71,10.1021/nn304439f
1690,122,129,82,SiO2,I,,240.0,2.597122835e-05,58.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,87.111115,N,Y,N,2013,71,10.1021/nn304439f
1691,122,129,82,SiO2,I,,240.0,6.492807088e-06,58.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,104.888885,N,Y,N,2013,71,10.1021/nn304439f
1692,123,129,83,SiO2,I,,240.0,4.328538059e-05,58.0,primary alveolar Epithelial cells,P,H,Human,Epithelial,A,lung,24,Vialight,luciferase,ATP content,87.08861,N,Y,N,2013,71,10.1021/nn304439f
1693,124,129,84,SiO2,I,,240.0,2.597122835e-05,58.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,76.23037,N,Y,N,2013,71,10.1021/nn304439f
1694,125,129,85,SiO2,I,,240.0,2.597122835e-05,58.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,113.93939,N,Y,N,2013,71,10.1021/nn304439f
1695,125,129,85,SiO2,I,,240.0,6.492807088e-06,58.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,112.323235,N,Y,N,2013,71,10.1021/nn304439f
1696,121,130,81,SiO2,I,,369.0,7.145738474e-06,79.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,3.5555556,N,Y,N,2013,71,10.1021/nn304439f
1697,121,130,81,SiO2,I,,369.0,1.786434618e-06,79.0,primary tissue Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,121.77778,N,Y,N,2013,71,10.1021/nn304439f
1698,122,130,82,SiO2,I,,369.0,7.145738474e-06,79.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,34.666668,N,Y,N,2013,71,10.1021/nn304439f
1699,122,130,82,SiO2,I,,369.0,1.786434618e-06,79.0,primary alveolar Macrophage,P,H,Human,Macrophage,A,lung,24,Vialight,luciferase,ATP content,95.111115,N,Y,N,2013,71,10.1021/nn304439f
1700,126,130,86,SiO2,I,,369.0,1.190956412e-05,79.0,primary alveolar epithelial cells,P,H,Human,Epithelial,A,lung,24,Vialight,luciferase,ATP content,87.08861,N,Y,N,2013,71,10.1021/nn304439f
1701,124,130,84,SiO2,I,,369.0,1.786434618e-06,79.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,77.90576,N,Y,N,2013,71,10.1021/nn304439f
1702,124,130,84,SiO2,I,,369.0,7.145738474e-06,79.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,32.67016,N,Y,N,2013,71,10.1021/nn304439f
1703,124,130,84,SiO2,I,,369.0,1.786434618e-06,79.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Vialight,luciferase,ATP content,59.47644,N,Y,N,2013,71,10.1021/nn304439f
1704,125,130,85,SiO2,I,,369.0,7.145738474e-06,79.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,96.969696,N,Y,N,2013,71,10.1021/nn304439f
1705,125,130,85,SiO2,I,,369.0,1.786434618e-06,79.0,A549,L,H,Human,Epithelial,A,Lung,24,Vialight,luciferase,ATP content,123.63636,N,Y,N,2013,71,10.1021/nn304439f
1706,127,131,87,SiO2,I,,29.5,0.0008857119704,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,103.35135,Y,Y,Y,2008,72,10.1080/17435390802513204
1707,127,131,87,SiO2,I,,29.5,0.001817863777,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,103.35135,Y,Y,Y,2008,72,10.1080/17435390802513204
1708,127,131,87,SiO2,I,,29.5,0.003620872394,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,104.0,Y,Y,Y,2008,72,10.1080/17435390802513204
1709,127,131,87,SiO2,I,,29.5,0.007295458929,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,100.54054,Y,Y,Y,2008,72,10.1080/17435390802513204
1710,127,131,87,SiO2,I,,29.5,0.01453130152,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,88.64865,Y,Y,Y,2008,72,10.1080/17435390802513204
1711,127,131,87,SiO2,I,,29.5,0.02894385517,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,39.783783,Y,Y,Y,2008,72,10.1080/17435390802513204
1712,127,131,87,SiO2,I,,29.5,0.05831708019,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,16.864864,Y,Y,Y,2008,72,10.1080/17435390802513204
1713,127,131,87,SiO2,I,,29.5,0.11615761,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,12.972973,Y,Y,Y,2008,72,10.1080/17435390802513204
1714,127,131,87,SiO2,I,,29.5,0.2330820975,,Caco-2,L,H,Human,Epithelial,A,Colon,4,Vialight,luciferase,ATP content,15.351352,Y,Y,Y,2008,72,10.1080/17435390802513204
1715,128,132,88,SiO2,I,,13.0,0.5447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,CellTiter-Blue,Alamar blue,cell metabolic activity,107.19556,Y,Y,Y,2012,73,10.5402/2012/454072
1716,128,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,CellTiter-Blue,Alamar blue,cell metabolic activity,100.594604,Y,Y,Y,2012,73,10.5402/2012/454072
1717,128,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,CellTiter-Blue,Alamar blue,cell metabolic activity,69.8427,Y,Y,Y,2012,73,10.5402/2012/454072
1718,128,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,CellTiter-Blue,Alamar blue,cell metabolic activity,22.485416,Y,Y,Y,2012,73,10.5402/2012/454072
1719,129,132,88,SiO2,I,,13.0,0.5447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,XTT,tetrazolium salt,cell metabolic activity,123.07841,Y,Y,Y,2012,73,10.5402/2012/454072
1720,129,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,XTT,tetrazolium salt,cell metabolic activity,114.21652,Y,Y,Y,2012,73,10.5402/2012/454072
1721,129,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,XTT,tetrazolium salt,cell metabolic activity,82.70829,Y,Y,Y,2012,73,10.5402/2012/454072
1722,129,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,XTT,tetrazolium salt,cell metabolic activity,24.78658,Y,Y,Y,2012,73,10.5402/2012/454072
1723,130,132,88,SiO2,I,,13.0,0.5447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,3.1170294,Y,Y,Y,2012,73,10.5402/2012/454072
1724,130,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,5.5710664,Y,Y,Y,2012,73,10.5402/2012/454072
1725,130,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,22.366335,Y,Y,Y,2012,73,10.5402/2012/454072
1726,130,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,70.10661,Y,Y,Y,2012,73,10.5402/2012/454072
1727,131,132,88,SiO2,I,,13.0,0.5447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,Propidium iodide,cell membrane integrity,95.226295,Y,Y,Y,2012,73,10.5402/2012/454072
1728,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,Propidium iodide,cell membrane integrity,85.60647,Y,Y,Y,2012,73,10.5402/2012/454072
1729,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,Propidium iodide,cell membrane integrity,69.19419,Y,Y,Y,2012,73,10.5402/2012/454072
1730,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,Propidium iodide,cell membrane integrity,9.763044,Y,Y,Y,2012,73,10.5402/2012/454072
1731,131,132,88,SiO2,I,,13.0,0.5447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,calcein AM,cell membrane integrity,93.752266,Y,Y,Y,2012,73,10.5402/2012/454072
1732,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,calcein AM,cell membrane integrity,91.6796,Y,Y,Y,2012,73,10.5402/2012/454072
1733,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,calcein AM,cell membrane integrity,71.492134,Y,Y,Y,2012,73,10.5402/2012/454072
1734,131,132,88,SiO2,I,,13.0,5.447219856,-27.0,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,calcein AM,cell membrane integrity,45.270145,Y,Y,Y,2012,73,10.5402/2012/454072
1735,132,133,89,SiO2,I,,25.0,2.5e-06,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,108.29269,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1736,132,133,89,SiO2,I,,25.0,2.5e-05,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,103.414635,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1737,132,133,89,SiO2,I,,25.0,0.00025,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,109.268295,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1738,132,133,89,SiO2,I,,25.0,0.0025,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,107.31707,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1739,132,133,89,SiO2,I,,25.0,2.5e-06,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,96,Alamar blue,Alamar blue,cell metabolic activity,104.51613,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1740,132,133,89,SiO2,I,,25.0,2.5e-05,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,96,Alamar blue,Alamar blue,cell metabolic activity,112.90323,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1741,132,133,89,SiO2,I,,25.0,0.00025,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,96,Alamar blue,Alamar blue,cell metabolic activity,112.90323,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1742,132,133,89,SiO2,I,,25.0,0.0025,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,96,Alamar blue,Alamar blue,cell metabolic activity,105.80645,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1743,133,133,89,SiO2,I,,25.0,0.0025,30.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,96,LDH,LDH activity assay kit,LDH leakage,98.4127197,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1744,132,134,89,SiO2,I,,60.0,2.5e-06,32.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,108.29269,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1745,132,134,89,SiO2,I,,60.0,2.5e-05,32.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,110.243904,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1746,132,134,89,SiO2,I,,60.0,0.00025,32.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,105.36585,N,Y,N,2014,74,10.1007/s11051-013-2229-6
1747,132,134,89,SiO2,I,,60.0,0.0025,32.0,HUVEC,P,H,Human,Endothelial,E,Umbilical cord,48,Alamar blue,Alamar blue,cell metabolic activity,109.268295,N,Y,N,2014,74,10.1007/s11051-013-2229-6
